,POP,SEED,STEPS,AVERAGE_SPEED,RADIAL_VARIANCE,SCATTER,GROUP_ROTATION,ANGULAR_MOMENTUM,CONVEX_HULL,INVERSE_CONVEX_HULL,H0,H1,H0_MAX,H1_MAX
309,12,13,2501,0.32309465088851985,0.04063434165580603,0.007457896573825282,-0.0446054832477133,-0.008219954523378042,2387.3461324054406,362.3415902149994,1.5,0.0,20.995689582824706,0.0
310,12,13,2501,0.32309465088851985,0.04063434165580603,0.007457896573825282,-0.0446054832477133,-0.008219954523378042,2387.3461324054406,362.3415902149994,1.5,0.0,20.995689582824706,0.0
311,12,13,2501,0.6306861157310715,0.02971906672115352,0.007648087723708533,-0.4379958214652275,-0.045788388757187756,3543.868459036276,750.4493207479577,0.7,0.0,14.309493446350098,0.0
312,12,13,2501,0.7711219600267074,0.03359552563276077,0.011274668663711757,-0.39528705407383763,-0.058243349414157104,4760.427855601237,1325.848868035709,0.0,0.0,0.0,0.0
313,12,13,2501,1.0769529655846262,0.06687439201272115,0.0638750785855596,-0.8796739811440328,-0.22388664408126108,22132.807011805446,15529.00417426719,1.4,0.0,111.98870239257812,0.0
314,12,13,2501,1.2871427600750893,0.4842508143443654,0.1154693007640815,-0.8960963835246527,-0.3026764477805164,47263.24373485169,9614.106289521702,1.0,0.0,126.58758239746093,0.0
315,12,13,2501,1.258781412825913,0.21639374440843417,0.06735833544604396,-0.9735145718797775,-0.2661029562693788,31666.356316789588,8658.362910723914,1.0,0.0,127.03551635742187,0.0
316,12,13,2501,0.8841379376832598,0.042427016734302825,0.011948921195957272,-0.6239410565729824,-0.08307941959174332,4901.0514411428185,2229.1600572042753,0.4,0.0,6.255673885345459,0.0
317,12,13,2501,1.0033120772680342,0.019540618746858363,0.011263004401732602,-0.6823714484687151,-0.08070347735735639,4129.814636523946,2291.1172004693076,0.4,0.0,18.45929069519043,0.0
318,12,13,2501,1.0898219499375466,0.08044010371943969,0.026523710747904595,-0.6388549186847047,-0.11272785511526197,10005.738180102262,3457.5133653272646,0.0,0.0,0.0,0.0
319,12,13,2501,0.6181229194670399,0.02059187732494063,0.00578181255799497,-0.26087101845801386,-0.028852783385426274,2565.871654905567,585.0670756278242,0.7,0.0,13.13355712890625,0.0
320,12,13,2501,0.6549976021144055,0.014412763842603182,0.0053454966504738665,-0.4366552939411539,-0.041607193611764154,2290.6115605704354,853.2170335621922,3.0,0.0,23.825821685791016,0.0
